0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.34848169473687424,0.8849632888309712,0.13328625091285962,4.329559257023253,3.4915074193936295,0.8064348383105817,4.864829826669526,4.296752317091562,5.1306729898748715,134.0,111.0,135.0,64.0,136.0,136.0,914708.0,809483.0,914708.0,121918.0,68.0,0.20440031797588082
0.29602799602213004,0.858204551962307,1.0078532434657965,4.311269571834804,3.8213592936278156,0.8863651947427424,4.311269571834804,3.8213592936278156,6.7399335582585085,148.0,144.0,153.0,59.0,148.0,148.0,1152470.0,989055.0,590202.0,594837.0,68.0,0.19906074942956295
0.41861803145443705,1.0142270121228623,0.2618350937709663,5.264624461626186,4.2650968586068,0.810142658739491,5.224715625244825,4.975102000581517,7.1370633446253136,147.0,118.0,149.0,64.0,148.0,148.0,635411.0,644451.0,569366.0,149080.0,54.0,0.19264945097519426
0.4195986185033279,1.0386174631982255,0.24665348518873073,5.488854512297734,4.246164388359531,0.7735975473290527,5.542371048119383,5.069711431998398,7.020391562565393,147.0,112.0,149.0,63.0,148.0,148.0,619875.0,643813.0,558865.0,137846.0,54.0,0.18922299012867103
0.4000836247317431,0.935258818509246,0.4564327696629452,4.860351080047015,4.4957818269596705,0.9249911689334553,4.707816826221649,4.813975461216998,7.598470343742603,146.0,130.0,151.0,36.0,148.0,148.0,335119.0,313423.0,235303.0,107400.0,62.0,0.1924261854969125
0.39294086031021347,0.9769648103860609,0.4869693708019397,4.922649422017647,4.602628691438023,0.9349901438952243,4.778034683372058,4.8939089857832165,7.538405835169927,146.0,130.0,151.0,57.0,148.0,148.0,365875.0,357447.0,266641.0,129846.0,62.0,0.19846321089134802
0.3648404914511941,1.0599767675327787,1.1351342855047102,3.882667708303671,4.1298156327261,1.063654153018005,3.882667708303671,4.1298156327261,7.077752310169025,152.0,148.0,157.0,64.0,151.0,151.0,329711.0,349486.0,190862.0,216654.0,50.0,0.2730021848807351
0.3823997115412996,0.9309495903255488,1.9855770999668862,4.010768796415867,4.799234886276298,1.1965872703919074,4.326163423248063,4.743130605733454,6.456433305877492,145.0,142.0,157.0,58.0,142.0,142.0,365168.0,339953.0,135895.0,269830.0,50.0,0.23211250450474005
0.3417302218898524,1.0723563804362246,0.17500059067174825,4.530059870351703,3.8117256595580318,0.8414294222698868,4.741548836792915,4.552872477243244,6.285607016231989,149.0,127.0,150.0,62.0,151.0,151.0,550221.0,590033.0,550221.0,96289.0,71.0,0.23672013419835208
0.3466876919641386,0.9309811074634512,0.24927497861594233,4.678659313419569,3.918867216865037,0.8376047398075647,4.816218708021145,4.505063698133448,7.28045279815988,148.0,131.0,150.0,64.0,151.0,151.0,550429.0,512439.0,491020.0,122399.0,71.0,0.19898459047726852
0.43396879308897063,1.0372930552051005,0.2816415543219667,5.139661191682121,4.107650479727015,0.7992064703359665,5.163469421553709,4.81140100037541,7.234532008963398,148.0,121.0,150.0,61.0,151.0,151.0,622207.0,645411.0,554840.0,156266.0,65.0,0.20182129064924076
0.37261214283280253,0.934439565207195,0.23296637072553875,4.774135601560709,3.9508406192406555,0.8275509849257506,4.883987593852385,4.610690170270914,7.477660868565364,148.0,127.0,150.0,63.0,151.0,151.0,682256.0,637527.0,607328.0,141487.0,65.0,0.19572958189577147
0.32441941707285693,1.096684478969593,0.812534411116241,4.703673514762158,3.9823437400701684,0.8466454416047065,4.699266496062195,4.121481184545498,7.169736380985837,148.0,141.0,152.0,51.0,148.0,148.0,608381.0,667202.0,405029.0,329100.0,66.0,0.23315488958315747
0.3657630858354083,0.939595103744092,0.32246260976197255,4.944336233804638,4.248621806280549,0.8592906318208177,5.050398532874124,4.720346577740686,6.305955416757816,147.0,129.0,150.0,46.0,148.0,148.0,567454.0,533177.0,456670.0,147259.0,66.0,0.19003462938463614
0.4421716868053964,0.9138378142825296,0.2262845752430772,5.388713240268986,3.8207689543653434,0.7090317825438088,5.505297450021475,4.74507197046571,7.7799987377083,147.0,114.0,149.0,62.0,151.0,151.0,793991.0,725579.0,710371.0,160746.0,70.0,0.16958367861432425
0.4126070748921872,0.9420865806377297,0.26571900338539023,5.287932191590892,4.382544298170682,0.8287822421664184,5.357881035871351,5.032504539197506,7.773844747009592,147.0,117.0,150.0,62.0,148.0,148.0,659778.0,621568.0,542035.0,144029.0,70.0,0.17815784062735868
0.404347579534413,0.9647039850266214,0.3185257263141172,5.020155636209111,4.258942587958414,0.8483686356733126,4.9997400394091445,4.805745185807859,7.6834582070491075,147.0,125.0,150.0,64.0,148.0,148.0,440248.0,424709.0,352499.0,112280.0,67.0,0.19216615079987875
0.3680340918253292,1.0158641982962788,0.27793680486870853,4.821888271481791,4.1370397536462455,0.8579708862426445,4.847807565897445,4.690343037149087,7.419214943091458,148.0,129.0,150.0,58.0,148.0,148.0,403235.0,409632.0,362971.0,100883.0,67.0,0.21067767254260716
0.4686450006831723,1.0465066378450547,3.6607053037500696,5.325198762064842,5.646928641326917,1.0604165015499487,5.848676266808748,5.284947359625664,7.833547106467947,143.0,139.0,195.0,62.0,144.0,144.0,754989.0,790101.0,178930.0,655010.0,79.0,0.1965197328032264
0.4160221200024381,0.9986685173216361,0.3058349212716879,4.804801943424545,3.8775819035508095,0.807022214278228,4.775557874955611,4.510695843520528,7.045756103081091,148.0,129.0,150.0,48.0,151.0,151.0,566286.0,565532.0,498550.0,152474.0,79.0,0.2078480089462025
0.35744082036577424,0.9034744202188083,0.23895703951409267,4.658595252633996,4.181795638978392,0.8976516336365519,4.6864859155098095,4.712803788968989,7.013992471424668,147.0,128.0,149.0,60.0,148.0,148.0,527311.0,476412.0,468896.0,112046.0,67.0,0.19393709288395009
0.34678840843961706,1.0120029491486806,0.27480877628802014,4.746430878371483,4.386385958030743,0.9241440717105159,4.64876297635558,4.855981217699248,7.091647270665946,147.0,128.0,149.0,46.0,148.0,148.0,465219.0,470803.0,417443.0,114717.0,67.0,0.21321345977251485
0.3793866826935105,1.0927840047295758,0.2936598283559797,4.915576776386132,4.241687981704302,0.8629074826134107,4.877856180223296,4.802703946253793,6.52769987470055,148.0,127.0,150.0,62.0,148.0,148.0,412722.0,451016.0,371583.0,109119.0,56.0,0.22231043363602518
0.3466957937812189,1.0588800902129973,0.2809766204175544,4.872886506662348,4.308954817648907,0.8842715322340429,4.984252605747063,4.7887761873173265,7.40164357232433,148.0,129.0,150.0,59.0,148.0,148.0,397282.0,420674.0,358133.0,100627.0,56.0,0.2173003801269056
0.4455967085888239,1.0471986655369114,0.3193892455098756,5.419943510109695,4.39608359829037,0.8110939883580811,5.286622854832062,5.07192007610233,7.534303003699924,146.0,116.0,149.0,64.0,148.0,148.0,414249.0,433801.0,348487.0,111303.0,52.0,0.1932120996433996
0.4182674341545578,0.9928777767800631,0.39820001187551074,5.633130651216608,4.780488936768597,0.8486380367790932,5.492783763546103,5.284106958581928,7.889431554038079,143.0,115.0,148.0,62.0,148.0,148.0,456599.0,453347.0,353669.0,140831.0,52.0,0.17625683447722407
0.4556968171137664,1.0748968203766447,0.6193750567717322,4.7211490872228055,4.021642450542705,0.8518355121270738,4.501498984279642,4.400447527597833,8.270206721007012,149.0,136.0,153.0,64.0,151.0,151.0,159673.0,171632.0,110090.0,68187.0,34.0,0.22767694908972846
0.38496559067081676,1.0627932583426134,2.3714253693707157,4.66504482595205,4.943455303863792,1.0596801291946694,4.9547995425548,4.810698383862152,8.821588965226566,149.0,144.0,167.0,62.0,148.0,148.0,159842.0,169879.0,53537.0,126959.0,34.0,0.22782058865333987
0.32024218928070436,0.9361935714347951,0.825233318870541,4.485920229708054,4.0452804479409075,0.9017727112379296,4.47434084430871,4.108709358052924,6.721026175621381,149.0,143.0,154.0,63.0,151.0,151.0,1032921.0,967014.0,587715.0,485002.0,62.0,0.20869599179112536
0.31325445463686247,1.0625317264459246,0.9631534278766968,4.675735583997115,4.102971182526274,0.8775028247039569,4.661904610642979,4.163960428626417,6.756747780318928,149.0,143.0,154.0,64.0,148.0,148.0,967253.0,1027737.0,576173.0,554943.0,62.0,0.2272437581976364
0.37853898115420265,0.9597592543979361,0.25420420183326886,4.744831338708479,4.064442417212673,0.8566041924514425,4.854089001310085,4.61922658744075,7.550086619990648,137.0,117.0,139.0,62.0,137.0,137.0,575213.0,552066.0,506636.0,128789.0,54.0,0.2022746828887659
0.38487014145816006,0.9048753260433837,0.2885774637172023,5.031220023985858,4.208067214971555,0.8363910134937449,5.08079267206259,4.781874428877452,7.1851306971450954,148.0,126.0,151.0,61.0,151.0,151.0,556291.0,503374.0,446906.0,128967.0,54.0,0.17985206803309686
0.38278959757894004,1.0018606060370645,1.2073162826542592,3.392253169896596,3.504461158267596,1.0330777164177343,3.392253169896596,3.504461158267596,7.203410089697308,136.0,133.0,140.0,60.0,136.0,136.0,257443.0,257922.0,138841.0,167625.0,60.0,0.29533780524629993
0.3389989844274122,0.982007374317521,1.1218519546830454,4.005507205315293,3.9481869422798916,0.9856896367682629,4.005507205315293,3.9481869422798916,6.737387057287513,150.0,146.0,155.0,53.0,151.0,151.0,282060.0,276985.0,147671.0,165665.0,60.0,0.24516430104392295
0.4045334357729004,0.9544306897496749,0.35403525326945645,4.826987911171907,4.187996036230335,0.8676209912474309,4.748580156255139,4.629042213916266,7.605270987658265,136.0,119.0,139.0,62.0,138.0,138.0,514491.0,491046.0,413295.0,146321.0,64.0,0.19772800498229468
0.3330332071095832,0.9593740633148456,1.052226097729387,4.63634954807778,4.31534889308837,0.9307643542272398,4.63634954807778,4.31534889308837,7.362669736896293,148.0,142.0,155.0,34.0,148.0,148.0,887438.0,851385.0,450407.0,473930.0,42.0,0.2069244463486581
0.32914945164962234,1.0170558655086563,0.7445095925209352,4.69802635944622,4.205773879727968,0.8952214308613891,4.679829198362699,4.320251402943151,7.4308057299091335,148.0,140.0,153.0,61.0,148.0,148.0,973624.0,990230.0,609381.0,453690.0,42.0,0.21648577246989772
0.2640855527970807,0.9739444635744262,0.21501483117489287,4.50803681742638,4.648606789948109,1.031182081738627,4.722809853173033,4.949836752835266,6.9037055124643105,148.0,129.0,150.0,64.0,148.0,148.0,665041.0,647713.0,591322.0,127143.0,62.0,0.21604625317378115
0.2949170931135293,0.9770928795322399,0.18212738673235412,4.4677816153553485,4.107372123449634,0.9193314438944329,4.79471771490721,4.632030541687748,7.292872586786051,149.0,131.0,150.0,51.0,148.0,148.0,798529.0,780237.0,798529.0,145434.0,62.0,0.21869754693785007
0.3296845558445155,1.1273861524029858,0.20149139920466383,4.461610131186339,3.5969596054629425,0.8062021332434336,4.844798867354935,4.326451221915451,7.000747111213023,150.0,132.0,151.0,57.0,151.0,151.0,695052.0,783592.0,695052.0,140047.0,59.0,0.25268594055823845
0.3293284397643198,0.9124581034964725,0.20505070685921153,4.561521963327118,3.834115891967929,0.8405343485776778,4.90559151667646,4.472026492271415,6.920953259719332,149.0,130.0,151.0,64.0,151.0,151.0,722614.0,659355.0,625655.0,128291.0,59.0,0.20003369726864953
